ID,Node,Source,Target,Relationship,X,Y,CycleY,Category,Order,Family,Common Names,Weight
75,Lewis's Woodpecker,Picidae,Lewis's Woodpecker,Picidae-->Lewis's Woodpecker,0.737827042764,0.519237754218,0.519237754218,0,0,0,Lewis's Woodpecker,20
76,Bird,Bird,Podicipediformes,Bird-->Podicipediformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
76,Podicipediformes,Bird,Podicipediformes,Bird-->Podicipediformes,0.378504477902,0.430188713828,0.430188713828,0,Podicipediformes,0,0,100
77,Podicipediformes,Podicipediformes,Podicipedidae,Podicipediformes-->Podicipedidae,0.378504477902,0.430188713828,0.430188713828,0,Podicipediformes,0,0,100
77,Podicipedidae,Podicipediformes,Podicipedidae,Podicipediformes-->Podicipedidae,0.280414125629,0.334865657566,0.334865657566,0,0,Podicipedidae,0,50
78,Podicipedidae,Podicipedidae,Pied-billed Grebe,Podicipedidae-->Pied-billed Grebe,0.280414125629,0.334865657566,0.334865657566,0,0,Podicipedidae,0,50
78,Pied-billed Grebe,Podicipedidae,Pied-billed Grebe,Podicipedidae-->Pied-billed Grebe,0.114941938823,0.486676482997,0.486676482997,0,0,0,Pied-billed Grebe,20
79,Bird,Bird,Strigiformes,Bird-->Strigiformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
79,Strigiformes,Bird,Strigiformes,Bird-->Strigiformes,0.532994981749,0.643080634359,0.643080634359,0,Strigiformes,0,0,100
80,Strigiformes,Strigiformes,Strigidae,Strigiformes-->Strigidae,0.532994981749,0.643080634359,0.643080634359,0,Strigiformes,0,0,100
80,Strigidae,Strigiformes,Strigidae,Strigiformes-->Strigidae,0.572800589113,0.842474423361,0.842474423361,0,0,Strigidae,0,50
81,Strigidae,Strigidae,Northern Saw-whet Owl,Strigidae-->Northern Saw-whet Owl,0.572800589113,0.842474423361,0.842474423361,0,0,Strigidae,0,50
81,Northern Saw-whet Owl,Strigidae,Northern Saw-whet Owl,Strigidae-->Northern Saw-whet Owl,0.459774468933,1.0,1.0,0,0,0,Northern Saw-whet Owl,20
82,Bird,Bird,Strigiformes,Bird-->Strigiformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
82,Strigiformes,Bird,Strigiformes,Bird-->Strigiformes,0.532994981749,0.643080634359,0.643080634359,0,Strigiformes,0,0,100
83,Strigiformes,Strigiformes,Strigidae,Strigiformes-->Strigidae,0.532994981749,0.643080634359,0.643080634359,0,Strigiformes,0,0,100
83,Strigidae,Strigiformes,Strigidae,Strigiformes-->Strigidae,0.572800589113,0.842474423361,0.842474423361,0,0,Strigidae,0,50
84,Strigidae,Strigidae,Long-eared Owl,Strigidae-->Long-eared Owl,0.572800589113,0.842474423361,0.842474423361,0,0,Strigidae,0,50
84,Long-eared Owl,Strigidae,Long-eared Owl,Strigidae-->Long-eared Owl,0.685946421398,0.761359678655,0.761359678655,0,0,0,Long-eared Owl,20
85,Bird,Bird,Coraciiformes,Bird-->Coraciiformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
85,Coraciiformes,Bird,Coraciiformes,Bird-->Coraciiformes,0.465113218817,0.339542764265,0.339542764265,0,Coraciiformes,0,0,100
86,Coraciiformes,Coraciiformes,Alcedinidae,Coraciiformes-->Alcedinidae,0.465113218817,0.339542764265,0.339542764265,0,Coraciiformes,0,0,100
86,Alcedinidae,Coraciiformes,Alcedinidae,Coraciiformes-->Alcedinidae,0.471089662627,0.175907800968,0.175907800968,0,0,Alcedinidae,0,50
87,Alcedinidae,Alcedinidae,Belted kingfisher,Alcedinidae-->Belted kingfisher,0.471089662627,0.175907800968,0.175907800968,0,0,Alcedinidae,0,50
87,Belted kingfisher,Alcedinidae,Belted kingfisher,Alcedinidae-->Belted kingfisher,0.457884053885,0.0,0.0,0,0,0,Belted kingfisher,20
88,Bird,Bird,Gaviiformes,Bird-->Gaviiformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
88,Gaviiformes,Bird,Gaviiformes,Bird-->Gaviiformes,0.498066248912,0.628435211311,0.628435211311,0,Gaviiformes,0,0,100
89,Gaviiformes,Gaviiformes,Gaviidae,Gaviiformes-->Gaviidae,0.498066248912,0.628435211311,0.628435211311,0,Gaviiformes,0,0,100
89,Gaviidae,Gaviiformes,Gaviidae,Gaviiformes-->Gaviidae,0.491544884936,0.819926737169,0.819926737169,0,0,Gaviidae,0,50
90,Gaviidae,Gaviidae,Yellow-billed loon,Gaviidae-->Yellow-billed loon,0.491544884936,0.819926737169,0.819926737169,0,0,Gaviidae,0,50
90,Yellow-billed loon,Gaviidae,Yellow-billed loon,Gaviidae-->Yellow-billed loon,0.408335671448,0.934952900271,0.934952900271,0,0,0,Yellow-billed loon,20
91,Bird,Bird,Gaviiformes,Bird-->Gaviiformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
91,Gaviiformes,Bird,Gaviiformes,Bird-->Gaviiformes,0.498066248912,0.628435211311,0.628435211311,0,Gaviiformes,0,0,100
92,Gaviiformes,Gaviiformes,Gaviidae,Gaviiformes-->Gaviidae,0.498066248912,0.628435211311,0.628435211311,0,Gaviiformes,0,0,100
92,Gaviidae,Gaviiformes,Gaviidae,Gaviiformes-->Gaviidae,0.491544884936,0.819926737169,0.819926737169,0,0,Gaviidae,0,50
93,Gaviidae,Gaviidae,Arctic loon,Gaviidae-->Arctic loon,0.491544884936,0.819926737169,0.819926737169,0,0,Gaviidae,0,50
93,Arctic loon,Gaviidae,Arctic loon,Gaviidae-->Arctic loon,0.365197451379,0.907720277782,0.907720277782,0,0,0,Arctic loon,20
94,Bird,Bird,Podicipediformes,Bird-->Podicipediformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
94,Podicipediformes,Bird,Podicipediformes,Bird-->Podicipediformes,0.378504477902,0.430188713828,0.430188713828,0,Podicipediformes,0,0,100
95,Podicipediformes,Podicipediformes,Podicipedidae,Podicipediformes-->Podicipedidae,0.378504477902,0.430188713828,0.430188713828,0,Podicipediformes,0,0,100
95,Podicipedidae,Podicipediformes,Podicipedidae,Podicipediformes-->Podicipedidae,0.280414125629,0.334865657566,0.334865657566,0,0,Podicipedidae,0,50
96,Podicipedidae,Podicipedidae,Western Grebe,Podicipedidae-->Western Grebe,0.280414125629,0.334865657566,0.334865657566,0,0,Podicipedidae,0,50
96,Western Grebe,Podicipedidae,Western Grebe,Podicipedidae-->Western Grebe,0.467511635324,0.167722387749,0.167722387749,0,0,0,Western Grebe,20
97,Bird,Bird,Procellariiformes,Bird-->Procellariiformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
97,Procellariiformes,Bird,Procellariiformes,Bird-->Procellariiformes,0.535030473679,0.366932033182,0.366932033182,0,Procellariiformes,0,0,100
98,Procellariiformes,Procellariiformes,Diomedeidae,Procellariiformes-->Diomedeidae,0.535030473679,0.366932033182,0.366932033182,0,Procellariiformes,0,0,100
98,Diomedeidae,Procellariiformes,Diomedeidae,Procellariiformes-->Diomedeidae,0.60485801279,0.204698115341,0.204698115341,0,0,Diomedeidae,0,50
99,Diomedeidae,Diomedeidae,Short-tailed albatross,Diomedeidae-->Short-tailed albatross,0.60485801279,0.204698115341,0.204698115341,0,0,Diomedeidae,0,50
99,Short-tailed albatross,Diomedeidae,Short-tailed albatross,Diomedeidae-->Short-tailed albatross,0.811951261318,0.325794975828,0.325794975828,0,0,0,Short-tailed albatross,20
100,Bird,Bird,Procellariiformes,Bird-->Procellariiformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
100,Procellariiformes,Bird,Procellariiformes,Bird-->Procellariiformes,0.535030473679,0.366932033182,0.366932033182,0,Procellariiformes,0,0,100
101,Procellariiformes,Procellariiformes,Diomedeidae,Procellariiformes-->Diomedeidae,0.535030473679,0.366932033182,0.366932033182,0,Procellariiformes,0,0,100
101,Diomedeidae,Procellariiformes,Diomedeidae,Procellariiformes-->Diomedeidae,0.60485801279,0.204698115341,0.204698115341,0,0,Diomedeidae,0,50
102,Diomedeidae,Diomedeidae,Laysan albatross,Diomedeidae-->Laysan albatross,0.60485801279,0.204698115341,0.204698115341,0,0,Diomedeidae,0,50
102,Laysan albatross,Diomedeidae,Laysan albatross,Diomedeidae-->Laysan albatross,0.475129150109,0.0776992986167,0.0776992986167,0,0,0,Laysan albatross,20
103,Bird,Bird,Suliformes,Bird-->Suliformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
103,Suliformes,Bird,Suliformes,Bird-->Suliformes,0.39549765891,0.619184556374,0.619184556374,0,Suliformes,0,0,100
104,Suliformes,Suliformes,Phalacrocoracidae,Suliformes-->Phalacrocoracidae,0.39549765891,0.619184556374,0.619184556374,0,Suliformes,0,0,100
104,Phalacrocoracidae,Suliformes,Phalacrocoracidae,Suliformes-->Phalacrocoracidae,0.359991327643,0.798117499454,0.798117499454,0,0,Phalacrocoracidae,0,50
105,Phalacrocoracidae,Phalacrocoracidae,Double-crested cormorant,Phalacrocoracidae-->Double-crested cormorant,0.359991327643,0.798117499454,0.798117499454,0,0,Phalacrocoracidae,0,50
105,Double-crested cormorant,Phalacrocoracidae,Double-crested cormorant,Phalacrocoracidae-->Double-crested cormorant,0.440255522732,0.927250748631,0.927250748631,0,0,0,Double-crested cormorant,20
106,Bird,Bird,Suliformes,Bird-->Suliformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
106,Suliformes,Bird,Suliformes,Bird-->Suliformes,0.39549765891,0.619184556374,0.619184556374,0,Suliformes,0,0,100
107,Suliformes,Suliformes,Phalacrocoracidae,Suliformes-->Phalacrocoracidae,0.39549765891,0.619184556374,0.619184556374,0,Suliformes,0,0,100
107,Phalacrocoracidae,Suliformes,Phalacrocoracidae,Suliformes-->Phalacrocoracidae,0.359991327643,0.798117499454,0.798117499454,0,0,Phalacrocoracidae,0,50
108,Phalacrocoracidae,Phalacrocoracidae,Pelagic cormorant,Phalacrocoracidae-->Pelagic cormorant,0.359991327643,0.798117499454,0.798117499454,0,0,Phalacrocoracidae,0,50
108,Pelagic cormorant,Phalacrocoracidae,Pelagic cormorant,Phalacrocoracidae-->Pelagic cormorant,0.306723520415,0.737452682075,0.737452682075,0,0,0,Pelagic cormorant,20
109,Bird,Bird,Cuculiformes,Bird-->Cuculiformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
109,Cuculiformes,Bird,Cuculiformes,Bird-->Cuculiformes,0.612294865172,0.447191252689,0.447191252689,0,Cuculiformes,0,0,100
110,Cuculiformes,Cuculiformes,Cuculidae,Cuculiformes-->Cuculidae,0.612294865172,0.447191252689,0.447191252689,0,Cuculiformes,0,0,100
110,Cuculidae,Cuculiformes,Cuculidae,Cuculiformes-->Cuculidae,0.767224015731,0.376975554344,0.376975554344,0,0,Cuculidae,0,50
111,Cuculidae,Cuculidae,Yellow-billed cuckoo,Cuculidae-->Yellow-billed cuckoo,0.767224015731,0.376975554344,0.376975554344,0,0,Cuculidae,0,50
111,Yellow-billed cuckoo,Cuculidae,Yellow-billed cuckoo,Cuculidae-->Yellow-billed cuckoo,0.666104081131,0.334780082584,0.334780082584,0,0,0,Yellow-billed cuckoo,20
112,Bird,Bird,Cuculiformes,Bird-->Cuculiformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
112,Cuculiformes,Bird,Cuculiformes,Bird-->Cuculiformes,0.612294865172,0.447191252689,0.447191252689,0,Cuculiformes,0,0,100
113,Cuculiformes,Cuculiformes,Cuculidae,Cuculiformes-->Cuculidae,0.612294865172,0.447191252689,0.447191252689,0,Cuculiformes,0,0,100
113,Cuculidae,Cuculiformes,Cuculidae,Cuculiformes-->Cuculidae,0.767224015731,0.376975554344,0.376975554344,0,0,Cuculidae,0,50
114,Cuculidae,Cuculidae,Black-billed cuckoo,Cuculidae-->Black-billed cuckoo,0.767224015731,0.376975554344,0.376975554344,0,0,Cuculidae,0,50
114,Black-billed cuckoo,Cuculidae,Black-billed cuckoo,Cuculidae-->Black-billed cuckoo,0.833476515183,0.43902809322,0.43902809322,0,0,0,Black-billed cuckoo,20
115,Bird,Bird,Phaethontiformes,Bird-->Phaethontiformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
115,Phaethontiformes,Bird,Phaethontiformes,Bird-->Phaethontiformes,0.422958438966,0.361731092032,0.361731092032,0,Phaethontiformes,0,0,100
116,Phaethontiformes,Phaethontiformes,Phaethontidae,Phaethontiformes-->Phaethontidae,0.422958438966,0.361731092032,0.361731092032,0,Phaethontiformes,0,0,100
116,Phaethontidae,Phaethontiformes,Phaethontidae,Phaethontiformes-->Phaethontidae,0.382307896571,0.178146883802,0.178146883802,0,0,Phaethontidae,0,50
117,Phaethontidae,Phaethontidae,White-tailed Tropicbird,Phaethontidae-->White-tailed Tropicbird,0.382307896571,0.178146883802,0.178146883802,0,0,Phaethontidae,0,50
117,White-tailed Tropicbird,Phaethontidae,White-tailed Tropicbird,Phaethontidae-->White-tailed Tropicbird,0.198343064235,0.184316882052,0.184316882052,0,0,0,White-tailed Tropicbird,20
118,Bird,Bird,Phoenicopteriformes,Bird-->Phoenicopteriformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
118,Phoenicopteriformes,Bird,Phoenicopteriformes,Bird-->Phoenicopteriformes,0.437963362569,0.630610417933,0.630610417933,0,Phoenicopteriformes,0,0,100
119,Phoenicopteriformes,Phoenicopteriformes,Phoenicopteridae,Phoenicopteriformes-->Phoenicopteridae,0.437963362569,0.630610417933,0.630610417933,0,Phoenicopteriformes,0,0,100
119,Phoenicopteridae,Phoenicopteriformes,Phoenicopteridae,Phoenicopteriformes-->Phoenicopteridae,0.437183084518,0.813017844048,0.813017844048,0,0,Phoenicopteridae,0,50
120,Phoenicopteridae,Phoenicopteridae,"American Flamingo, Greater Flamingo","Phoenicopteridae-->American Flamingo, Greater Flamingo",0.437183084518,0.813017844048,0.813017844048,0,0,Phoenicopteridae,0,50
120,"American Flamingo, Greater Flamingo",Phoenicopteridae,"American Flamingo, Greater Flamingo","Phoenicopteridae-->American Flamingo, Greater Flamingo",0.49464273796,0.963161468677,0.963161468677,0,0,0,"American Flamingo, Greater Flamingo",20
121,Bird,Bird,Trogoniformes,Bird-->Trogoniformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
121,Trogoniformes,Bird,Trogoniformes,Bird-->Trogoniformes,0.628726171435,0.527323276868,0.527323276868,0,Trogoniformes,0,0,100
122,Trogoniformes,Trogoniformes,Trogonidae,Trogoniformes-->Trogonidae,0.628726171435,0.527323276868,0.527323276868,0,Trogoniformes,0,0,100
122,Trogonidae,Trogoniformes,Trogonidae,Trogoniformes-->Trogonidae,0.828389771328,0.537541663316,0.537541663316,0,0,Trogonidae,0,50
123,Trogonidae,Trogonidae,Elegant Trogon,Trogonidae-->Elegant Trogon,0.828389771328,0.537541663316,0.537541663316,0,0,Trogonidae,0,50
123,Elegant Trogon,Trogonidae,Elegant Trogon,Trogonidae-->Elegant Trogon,0.881779652381,0.41036385923,0.41036385923,0,0,0,Elegant Trogon,20
124,Bird,Bird,Phaethontiformes,Bird-->Phaethontiformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
124,Phaethontiformes,Bird,Phaethontiformes,Bird-->Phaethontiformes,0.422958438966,0.361731092032,0.361731092032,0,Phaethontiformes,0,0,100
125,Phaethontiformes,Phaethontiformes,Phaethontidae,Phaethontiformes-->Phaethontidae,0.422958438966,0.361731092032,0.361731092032,0,Phaethontiformes,0,0,100
125,Phaethontidae,Phaethontiformes,Phaethontidae,Phaethontiformes-->Phaethontidae,0.382307896571,0.178146883802,0.178146883802,0,0,Phaethontidae,0,50
126,Phaethontidae,Phaethontidae,Red-billed Tropicbird,Phaethontidae-->Red-billed Tropicbird,0.382307896571,0.178146883802,0.178146883802,0,0,Phaethontidae,0,50
126,Red-billed Tropicbird,Phaethontidae,Red-billed Tropicbird,Phaethontidae-->Red-billed Tropicbird,0.63188113966,0.186169938187,0.186169938187,0,0,0,Red-billed Tropicbird,20
127,Bird,Bird,Ciconiiformes,Bird-->Ciconiiformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
127,Ciconiiformes,Bird,Ciconiiformes,Bird-->Ciconiiformes,0.381043491101,0.373602574745,0.373602574745,0,Ciconiiformes,0,0,100
128,Ciconiiformes,Ciconiiformes,Ciconiidae,Ciconiiformes-->Ciconiidae,0.381043491101,0.373602574745,0.373602574745,0,Ciconiiformes,0,0,100
128,Ciconiidae,Ciconiiformes,Ciconiidae,Ciconiiformes-->Ciconiidae,0.294474183972,0.192407364569,0.192407364569,0,0,Ciconiidae,0,50
129,Ciconiidae,Ciconiidae,Wood Stork,Ciconiidae-->Wood Stork,0.294474183972,0.192407364569,0.192407364569,0,0,Ciconiidae,0,50
129,Wood Stork,Ciconiidae,Wood Stork,Ciconiidae-->Wood Stork,0.347908692597,0.054491547587,0.054491547587,0,0,0,Wood Stork,20
130,Bird,Bird,Phoenicopteriformes,Bird-->Phoenicopteriformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
130,Phoenicopteriformes,Bird,Phoenicopteriformes,Bird-->Phoenicopteriformes,0.437963362569,0.630610417933,0.630610417933,0,Phoenicopteriformes,0,0,100
131,Phoenicopteriformes,Phoenicopteriformes,Phoenicopteridae,Phoenicopteriformes-->Phoenicopteridae,0.437963362569,0.630610417933,0.630610417933,0,Phoenicopteriformes,0,0,100
131,Phoenicopteridae,Phoenicopteriformes,Phoenicopteridae,Phoenicopteriformes-->Phoenicopteridae,0.437183084518,0.813017844048,0.813017844048,0,0,Phoenicopteridae,0,50
132,Phoenicopteridae,Phoenicopteridae,"American Flamingo, Greater Flamingo","Phoenicopteridae-->American Flamingo, Greater Flamingo",0.437183084518,0.813017844048,0.813017844048,0,0,Phoenicopteridae,0,50
132,"American Flamingo, Greater Flamingo",Phoenicopteridae,"American Flamingo, Greater Flamingo","Phoenicopteridae-->American Flamingo, Greater Flamingo",0.49464273796,0.963161468677,0.963161468677,0,0,0,"American Flamingo, Greater Flamingo",20
133,Bird,Bird,Trogoniformes,Bird-->Trogoniformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
133,Trogoniformes,Bird,Trogoniformes,Bird-->Trogoniformes,0.628726171435,0.527323276868,0.527323276868,0,Trogoniformes,0,0,100
134,Trogoniformes,Trogoniformes,Trogonidae,Trogoniformes-->Trogonidae,0.628726171435,0.527323276868,0.527323276868,0,Trogoniformes,0,0,100
134,Trogonidae,Trogoniformes,Trogonidae,Trogoniformes-->Trogonidae,0.828389771328,0.537541663316,0.537541663316,0,0,Trogonidae,0,50
135,Trogonidae,Trogonidae,Elegant Trogon,Trogonidae-->Elegant Trogon,0.828389771328,0.537541663316,0.537541663316,0,0,Trogonidae,0,50
135,Elegant Trogon,Trogonidae,Elegant Trogon,Trogonidae-->Elegant Trogon,0.881779652381,0.41036385923,0.41036385923,0,0,0,Elegant Trogon,20
136,Bird,Bird,Ciconiiformes,Bird-->Ciconiiformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
136,Ciconiiformes,Bird,Ciconiiformes,Bird-->Ciconiiformes,0.381043491101,0.373602574745,0.373602574745,0,Ciconiiformes,0,0,100
137,Ciconiiformes,Ciconiiformes,Ciconiidae,Ciconiiformes-->Ciconiidae,0.381043491101,0.373602574745,0.373602574745,0,Ciconiiformes,0,0,100
137,Ciconiidae,Ciconiiformes,Ciconiidae,Ciconiiformes-->Ciconiidae,0.294474183972,0.192407364569,0.192407364569,0,0,Ciconiidae,0,50
138,Ciconiidae,Ciconiidae,Wood Stork,Ciconiidae-->Wood Stork,0.294474183972,0.192407364569,0.192407364569,0,0,Ciconiidae,0,50
138,Wood Stork,Ciconiidae,Wood Stork,Ciconiidae-->Wood Stork,0.347908692597,0.054491547587,0.054491547587,0,0,0,Wood Stork,20
139,Bird,Bird,Psittaciformes,Bird-->Psittaciformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
139,Psittaciformes,Bird,Psittaciformes,Bird-->Psittaciformes,0.468534204348,0.582076228503,0.582076228503,0,Psittaciformes,0,0,100
140,Psittaciformes,Psittaciformes,Psittacidae,Psittaciformes-->Psittacidae,0.468534204348,0.582076228503,0.582076228503,0,Psittaciformes,0,0,100
140,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes-->Psittacidae,0.494351120736,0.725099875578,0.725099875578,0,0,Psittacidae,0,50
141,Psittacidae,Psittacidae,"Canary-winged Parakeet, White-winged Parakeet","Psittacidae-->Canary-winged Parakeet, White-winged Parakeet",0.494351120736,0.725099875578,0.725099875578,0,0,Psittacidae,0,50
141,"Canary-winged Parakeet, White-winged Parakeet",Psittacidae,"Canary-winged Parakeet, White-winged Parakeet","Psittacidae-->Canary-winged Parakeet, White-winged Parakeet",0.641720916875,0.641658481978,0.641658481978,0,0,0,"Canary-winged Parakeet, White-winged Parakeet",20
142,Bird,Bird,Psittaciformes,Bird-->Psittaciformes,0.469365956285,0.50554894756,0.50554894756,Bird,0,0,0,200
142,Psittaciformes,Bird,Psittaciformes,Bird-->Psittaciformes,0.468534204348,0.582076228503,0.582076228503,0,Psittaciformes,0,0,100
143,Psittaciformes,Psittaciformes,Psittacidae,Psittaciformes-->Psittacidae,0.468534204348,0.582076228503,0.582076228503,0,Psittaciformes,0,0,100
143,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes-->Psittacidae,0.494351120736,0.725099875578,0.725099875578,0,0,Psittacidae,0,50
144,Psittacidae,Psittacidae,Budgerigar,Psittacidae-->Budgerigar,0.494351120736,0.725099875578,0.725099875578,0,0,Psittacidae,0,50
144,Budgerigar,Psittacidae,Budgerigar,Psittacidae-->Budgerigar,0.533278535991,0.758161546774,0.758161546774,0,0,0,Budgerigar,20
